county,administered_date,total_doses,pfizer_doses,moderna_doses,jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose
San Francisco,4/3/2021,10224,4756,3687,1781,4677,158791,5535,224440,6455
San Francisco,4/4/2021,8970,4740,2578,1652,3596,158679,5362,229802,5250
San Francisco,4/5/2021,15872,9723,4275,1874,6354,157409,9497,239299,8227
San Francisco,4/6/2021,15893,9416,4429,2048,6242,156062,9632,248931,8285
San Francisco,4/7/2021,16559,9958,4389,2212,6953,155626,9588,258519,9152
San Francisco,4/8/2021,14009,6688,2952,4369,4617,155231,9365,267884,8970
San Francisco,4/9/2021,15623,7582,4710,3331,6677,156308,8918,276802,9995
San Francisco,4/10/2021,12970,5650,5710,1610,7054,159074,5892,282694,8658
San Francisco,4/11/2021,9952,7451,1335,1166,5193,160683,4748,287442,6357
San Francisco,4/12/2021,10516,6866,2524,1126,4861,161035,5632,293074,5984
San Francisco,4/13/2021,10617,7259,3347,11,5398,161250,5197,298271,5412
San Francisco,4/14/2021,13198,7979,5218,1,6439,160960,6730,305001,6440
San Francisco,4/15/2021,13477,9391,4085,1,7960,163431,5494,310495,7965
San Francisco,4/16/2021,12743,8620,4080,43,7579,165920,5138,315633,7627
San Francisco,4/17/2021,9763,7226,2537,0,6898,169970,2851,318484,6901
San Francisco,4/18/2021,6530,4985,1545,0,4054,171569,2457,320941,4056
San Francisco,4/19/2021,10680,8018,2657,5,6885,174687,3782,324723,6900
San Francisco,4/20/2021,12192,7096,5095,1,8434,179385,3739,328462,8437
San Francisco,4/21/2021,10366,7436,2926,4,6344,181737,3999,332461,6351
San Francisco,4/22/2021,9551,7058,2493,0,5576,183362,3957,336418,5582
San Francisco,4/23/2021,6001,3366,2635,0,3621,184620,2365,338783,3623
San Joaquin,12/15/2020,12,12,0,0,12,12,0,0,12
San Joaquin,12/16/2020,305,305,0,0,305,317,0,0,305
San Joaquin,12/17/2020,311,311,0,0,311,628,0,0,311
San Joaquin,12/18/2020,519,515,4,0,519,1147,0,0,519
San Joaquin,12/19/2020,189,189,0,0,189,1336,0,0,189
San Joaquin,12/20/2020,112,111,1,0,112,1448,0,0,112
San Joaquin,12/21/2020,517,515,2,0,517,1965,0,0,517
San Joaquin,12/22/2020,961,841,120,0,960,2925,0,0,960
San Joaquin,12/23/2020,956,898,58,0,954,3879,0,0,954
San Joaquin,12/24/2020,214,186,28,0,213,4092,0,0,213
San Joaquin,12/25/2020,14,14,0,0,14,4106,0,0,14
San Joaquin,12/26/2020,101,29,72,0,101,4207,0,0,101
San Joaquin,12/27/2020,41,29,12,0,41,4248,0,0,41
San Joaquin,12/28/2020,618,418,200,0,618,4866,0,0,618
San Joaquin,12/29/2020,794,668,126,0,794,5660,0,0,794
San Joaquin,12/30/2020,1004,713,291,0,1002,6662,0,0,1002
San Joaquin,12/31/2020,450,201,249,0,451,7113,0,0,451
San Joaquin,1/1/2021,17,10,7,0,17,7130,0,0,17
San Joaquin,1/2/2021,260,238,22,0,260,7390,0,0,260
San Joaquin,1/3/2021,37,19,18,0,36,7425,1,1,36
San Joaquin,1/4/2021,470,335,135,0,468,7892,1,2,468
San Joaquin,1/5/2021,972,643,329,0,805,8565,168,170,841
San Joaquin,1/6/2021,1211,700,511,0,910,9181,297,467,913
San Joaquin,1/7/2021,1062,666,396,0,776,9675,283,750,777
San Joaquin,1/8/2021,1191,817,374,0,709,9906,482,1232,713
San Joaquin,1/9/2021,376,300,76,0,247,10024,129,1361,247
San Joaquin,1/10/2021,222,114,108,0,170,10142,52,1413,170
San Joaquin,1/11/2021,1503,1301,202,0,854,10376,648,2061,882
San Joaquin,1/12/2021,1416,1014,402,0,651,10336,761,2822,721
San Joaquin,1/13/2021,1459,834,625,0,941,10765,517,3339,946
San Joaquin,1/14/2021,1640,871,769,0,1305,11770,315,3654,1320
San Joaquin,1/15/2021,1587,616,971,0,1375,12955,198,3852,1383
San Joaquin,1/16/2021,1133,190,943,0,1106,14035,26,3878,1106
San Joaquin,1/17/2021,1608,130,1478,0,1571,15571,37,3915,1573
San Joaquin,1/18/2021,734,236,498,0,616,16073,114,4029,616
San Joaquin,1/19/2021,1845,884,961,0,1168,16574,673,4702,1174
San Joaquin,1/20/2021,2069,1276,793,0,1425,17364,640,5342,1430
San Joaquin,1/21/2021,1951,881,1070,0,1561,18547,383,5725,1566
San Joaquin,1/22/2021,1949,908,1041,0,1808,20220,138,5863,1811
San Joaquin,1/23/2021,887,401,486,0,604,20545,282,6145,607
San Joaquin,1/24/2021,360,156,204,0,340,20867,18,6163,340
San Joaquin,1/25/2021,1968,1128,840,0,1412,21730,553,6716,1416
San Joaquin,1/26/2021,2136,1108,1028,0,1533,22666,601,7317,1537
San Joaquin,1/27/2021,1713,761,952,0,1227,23416,483,7800,1233
San Joaquin,1/28/2021,2008,751,1257,0,1373,24159,633,8433,1376
San Joaquin,1/29/2021,2124,1032,1092,0,1781,25609,338,8771,1788
San Joaquin,1/30/2021,2200,395,1805,0,2025,27463,173,8944,2027
San Joaquin,1/31/2021,1554,177,1377,0,1494,28902,56,9000,1495
San Joaquin,2/1/2021,2476,1305,1171,0,1750,29930,725,9725,1753
San Joaquin,2/2/2021,2571,1161,1410,0,1961,31344,551,10276,1965
San Joaquin,2/3/2021,3040,1202,1838,0,2183,32679,852,11128,2187
San Joaquin,2/4/2021,3418,1701,1717,0,2615,34499,797,11925,2617
San Joaquin,2/5/2021,3199,1851,1348,0,2347,36003,846,12771,2350
San Joaquin,2/6/2021,1117,786,331,0,943,36776,172,12943,945
San Joaquin,2/7/2021,612,486,126,0,411,36994,194,13137,412
San Joaquin,2/8/2021,1764,1030,734,0,1439,38132,304,13441,1442
San Joaquin,2/9/2021,2079,1131,948,0,1554,39231,456,13897,1555
San Joaquin,2/10/2021,2544,1251,1293,0,1332,39380,1183,15080,1332
San Joaquin,2/11/2021,2908,1491,1417,0,1700,39906,1179,16259,1705
San Joaquin,2/12/2021,2785,1116,1669,0,1577,40291,1196,17455,1581
San Joaquin,2/13/2021,2102,395,1707,0,843,39891,1249,18704,849
San Joaquin,2/14/2021,1891,259,1632,0,686,39395,1183,19887,687
San Joaquin,2/15/2021,1978,846,1132,0,1195,39837,757,20644,1199
San Joaquin,2/16/2021,3134,1366,1768,0,1742,40206,1380,22024,1749
San Joaquin,2/17/2021,3251,1259,1992,0,1855,40681,1384,23408,1859
San Joaquin,2/18/2021,3304,1360,1944,0,1888,41184,1392,24800,1895
San Joaquin,2/19/2021,4143,2306,1837,0,2362,41799,1748,26548,2363
San Joaquin,2/20/2021,1563,680,883,0,1058,42353,504,27052,1058
San Joaquin,2/21/2021,628,475,153,0,398,42523,229,27281,399
San Joaquin,2/22/2021,3496,2465,1031,0,2507,44076,959,28240,2512
San Joaquin,2/23/2021,4234,2563,1671,0,2603,45075,1608,29848,2607
San Joaquin,2/24/2021,5648,3358,2290,0,4075,47600,1554,31402,4079
San Joaquin,2/25/2021,6250,3860,2390,0,4039,49467,2182,33584,4049
San Joaquin,2/26/2021,5384,2828,2556,0,3716,51548,1643,35227,3724
San Joaquin,2/27/2021,5408,1608,3800,0,2597,51393,2766,37993,2611
San Joaquin,2/28/2021,3033,1088,1945,0,1993,52362,1027,39020,1996
San Joaquin,3/1/2021,4039,1773,2266,0,2283,52913,1741,40761,2292
San Joaquin,3/2/2021,4063,1649,2414,0,2521,53967,1525,42286,2579
San Joaquin,3/3/2021,5660,3384,2274,2,4079,56486,1560,43846,4079
San Joaquin,3/4/2021,5624,2227,3394,3,3679,58238,1935,45781,3687
San Joaquin,3/5/2021,4372,1850,2520,2,3019,59921,1341,47122,3024
San Joaquin,3/6/2021,3269,2161,979,129,2690,62166,577,47699,2822
San Joaquin,3/7/2021,1195,549,601,45,917,62853,262,47961,949
San Joaquin,3/8/2021,3054,1243,1687,124,2056,64043,989,48950,2179
San Joaquin,3/9/2021,3926,1771,2029,126,2596,65452,1316,50266,2725
San Joaquin,3/10/2021,4603,2441,2024,138,3393,67786,1197,51463,3531
San Joaquin,3/11/2021,4883,2311,1978,594,2904,69320,1968,53431,3502
San Joaquin,3/12/2021,6202,3099,2773,330,4131,71733,2053,55484,4466
San Joaquin,3/13/2021,3039,1436,1476,127,2284,73404,747,56231,2418
San Joaquin,3/14/2021,2146,667,1178,301,1036,73639,1107,57338,1342
San Joaquin,3/15/2021,6000,3454,2146,400,3156,74383,2824,60162,3568
San Joaquin,3/16/2021,6743,3828,2664,251,3988,75887,2744,62906,4248
San Joaquin,3/17/2021,7690,4611,3009,70,4284,76870,3382,66288,4365
San Joaquin,3/18/2021,7558,4444,2612,502,3738,77333,3784,70072,4247
San Joaquin,3/19/2021,7825,4572,2710,543,4729,79573,3078,73150,5318
San Joaquin,3/20/2021,3633,2102,1290,241,1815,79836,1805,74955,2068
San Joaquin,3/21/2021,2090,1484,400,206,1187,80375,897,75852,1436
San Joaquin,3/22/2021,3920,2003,1502,415,2327,81540,1582,77434,2747
San Joaquin,3/23/2021,5318,2605,2548,165,3692,83791,1611,79045,3862
San Joaquin,3/24/2021,6749,4184,2478,87,3007,83173,3720,82765,3102
San Joaquin,3/25/2021,5467,3228,2198,41,3261,84296,2186,84951,3309
San Joaquin,3/26/2021,6072,2501,3423,148,3202,84816,2849,87800,3369
San Joaquin,3/27/2021,4551,2574,1935,42,1781,83900,2753,90553,1837
San Joaquin,3/28/2021,2669,1768,876,25,1279,83921,1371,91924,1392
San Joaquin,3/29/2021,3959,2122,1815,22,2004,84029,1945,93869,2053
San Joaquin,3/30/2021,6064,3086,2919,59,3451,84972,2592,96461,3535
San Joaquin,3/31/2021,6472,4064,2349,59,3318,85233,3143,99604,3404
San Joaquin,4/1/2021,6221,2900,3242,79,2756,84679,3455,103059,2901
San Joaquin,4/2/2021,6221,2825,2908,488,2467,83939,3735,106794,2995
San Joaquin,4/3/2021,4076,2298,1454,324,1964,84141,2097,108891,2299
San Joaquin,4/4/2021,2227,1316,709,202,1514,85161,705,109596,1725
San Joaquin,4/5/2021,4099,2516,1417,166,2327,85905,1765,111361,2509
San Joaquin,4/6/2021,6903,4424,2222,257,3283,85857,3600,114961,3552
San Joaquin,4/7/2021,8167,4407,2193,1567,3401,86086,4755,119716,4984
San Joaquin,4/8/2021,8556,4620,1932,2004,3267,86091,5271,124987,5276
San Joaquin,4/9/2021,8371,3866,2962,1543,3024,85351,5327,130314,4587
San Joaquin,4/10/2021,5106,1599,1620,1887,1697,85528,3406,133720,3583
San Joaquin,4/11/2021,3971,1524,1292,1155,1684,86089,2274,135994,2835
San Joaquin,4/12/2021,5381,2145,2027,1209,2097,86132,3269,139263,3312
San Joaquin,4/13/2021,7272,4201,3068,3,4428,87744,2827,142090,4439
San Joaquin,4/14/2021,6973,3449,3524,0,4093,88982,2863,144953,4101
San Joaquin,4/15/2021,7095,4004,3091,0,3844,89611,3220,148173,3849
San Joaquin,4/16/2021,6227,2934,3290,3,3833,91086,2370,150543,3845
San Joaquin,4/17/2021,4531,2215,2316,0,3240,93060,1283,151826,3257
San Joaquin,4/18/2021,2368,1285,1083,0,1266,93245,1088,152914,1273
San Joaquin,4/19/2021,4731,2414,2317,0,2427,93398,2285,155199,2438
San Joaquin,4/20/2021,5710,2816,2894,0,2843,93406,2846,158045,2854
San Joaquin,4/21/2021,4969,2535,2433,1,2810,94109,2113,160158,2816
San Joaquin,4/22/2021,4647,2802,1845,0,2705,94905,1918,162076,2714
San Joaquin,4/23/2021,3227,1612,1615,0,2136,95961,1082,163158,2138
San Luis Obispo,12/16/2020,4,4,0,0,4,4,0,0,4
San Luis Obispo,12/17/2020,196,196,0,0,196,200,0,0,196
San Luis Obispo,12/18/2020,224,224,0,0,224,424,0,0,224
San Luis Obispo,12/19/2020,162,162,0,0,162,586,0,0,162
San Luis Obispo,12/20/2020,215,215,0,0,215,801,0,0,215
San Luis Obispo,12/21/2020,549,549,0,0,549,1350,0,0,549
San Luis Obispo,12/22/2020,307,303,4,0,307,1657,0,0,307
San Luis Obispo,12/23/2020,680,367,313,0,680,2337,0,0,680
San Luis Obispo,12/24/2020,194,19,175,0,194,2531,0,0,194
San Luis Obispo,12/25/2020,2,1,1,0,2,2533,0,0,2
San Luis Obispo,12/26/2020,90,12,78,0,90,2623,0,0,90
San Luis Obispo,12/27/2020,76,0,76,0,76,2699,0,0,76
San Luis Obispo,12/28/2020,879,430,449,0,879,3578,0,0,879
San Luis Obispo,12/29/2020,903,502,401,0,903,4481,0,0,903
San Luis Obispo,12/30/2020,1174,681,493,0,1174,5655,0,0,1174
San Luis Obispo,12/31/2020,106,4,102,0,106,5761,0,0,106
San Luis Obispo,1/1/2021,13,8,5,0,13,5774,0,0,13
San Luis Obispo,1/2/2021,33,8,25,0,33,5807,0,0,33
San Luis Obispo,1/3/2021,16,6,10,0,16,5823,0,0,16
San Luis Obispo,1/4/2021,676,524,152,0,676,6499,0,0,676
San Luis Obispo,1/5/2021,974,756,218,0,972,7469,2,2,972
San Luis Obispo,1/6/2021,724,480,244,0,716,8178,7,9,716
San Luis Obispo,1/7/2021,1127,949,178,0,685,8421,442,451,685
San Luis Obispo,1/8/2021,881,804,77,0,512,8565,368,819,512
San Luis Obispo,1/9/2021,205,196,9,0,28,8416,177,996,28
San Luis Obispo,1/10/2021,12,8,4,0,8,8420,4,1000,8
San Luis Obispo,1/11/2021,526,475,51,0,265,8425,260,1260,265
San Luis Obispo,1/12/2021,597,379,218,0,320,8468,277,1537,320
San Luis Obispo,1/13/2021,882,254,628,0,644,8876,236,1773,644
San Luis Obispo,1/14/2021,730,244,486,0,605,9369,112,1885,605
San Luis Obispo,1/15/2021,729,287,442,0,554,9753,170,2055,554
San Luis Obispo,1/16/2021,99,81,18,0,94,9842,5,2060,94
San Luis Obispo,1/17/2021,67,61,6,0,67,9909,0,2060,67
San Luis Obispo,1/18/2021,1372,389,983,0,1110,10757,262,2322,1110
San Luis Obispo,1/19/2021,1585,418,1167,0,1177,11526,408,2730,1177
San Luis Obispo,1/20/2021,1883,596,1287,0,1293,12232,588,3318,1294
San Luis Obispo,1/21/2021,1570,466,1104,0,1197,13061,369,3687,1198
San Luis Obispo,1/22/2021,1521,508,1013,0,1206,13954,313,4000,1206
San Luis Obispo,1/23/2021,311,293,18,0,295,14233,16,4016,295
San Luis Obispo,1/24/2021,245,238,7,0,239,14466,6,4022,239
San Luis Obispo,1/25/2021,2071,606,1465,0,1243,14881,828,4850,1243
San Luis Obispo,1/26/2021,2003,703,1300,0,1136,15150,867,5717,1136
San Luis Obispo,1/27/2021,1612,283,1329,0,1151,15840,461,6178,1151
San Luis Obispo,1/28/2021,1484,342,1142,0,1224,16805,259,6437,1224
San Luis Obispo,1/29/2021,1734,681,1053,0,1450,17971,284,6721,1450
San Luis Obispo,1/30/2021,37,18,19,0,26,17987,10,6731,26
San Luis Obispo,1/31/2021,26,20,6,0,23,18007,3,6734,23
San Luis Obispo,2/1/2021,1664,703,961,0,1395,19134,268,7002,1395
San Luis Obispo,2/2/2021,1895,676,1219,0,1521,20281,374,7376,1521
San Luis Obispo,2/3/2021,1701,727,974,0,1289,21158,412,7788,1289
San Luis Obispo,2/4/2021,1656,800,856,0,1089,21680,567,8355,1089
San Luis Obispo,2/5/2021,1604,717,887,0,1060,22196,545,8900,1061
San Luis Obispo,2/6/2021,159,92,67,0,93,22223,66,8966,93
San Luis Obispo,2/7/2021,144,99,45,0,74,22228,70,9036,75
San Luis Obispo,2/8/2021,853,468,385,0,495,22366,357,9393,495
San Luis Obispo,2/9/2021,1122,448,674,0,541,22339,575,9968,548
San Luis Obispo,2/10/2021,1428,486,942,0,521,21959,904,10872,524
San Luis Obispo,2/11/2021,1330,844,486,0,655,21942,672,11544,655
San Luis Obispo,2/12/2021,787,363,424,0,417,21989,370,11914,417
San Luis Obispo,2/13/2021,390,124,266,0,284,22168,105,12019,284
San Luis Obispo,2/14/2021,317,42,275,0,280,22412,37,12056,281
San Luis Obispo,2/15/2021,723,137,586,0,467,22626,253,12309,467
San Luis Obispo,2/16/2021,2960,1194,1766,0,1358,22388,1596,13905,1358
San Luis Obispo,2/17/2021,2773,1237,1536,0,1029,21682,1735,15640,1029
San Luis Obispo,2/18/2021,2808,1444,1364,0,1119,21121,1681,17321,1120
San Luis Obispo,2/19/2021,1452,1332,120,0,1129,21928,322,17643,1129
San Luis Obispo,2/20/2021,249,79,170,0,213,22105,36,17679,213
San Luis Obispo,2/21/2021,48,45,3,0,29,22115,19,17698,29
San Luis Obispo,2/22/2021,2400,1856,544,0,1460,22636,940,18638,1461
San Luis Obispo,2/23/2021,1856,1740,116,0,1365,23511,490,19128,1365
San Luis Obispo,2/24/2021,2643,1300,1343,0,835,22540,1806,20934,835
San Luis Obispo,2/25/2021,2130,1243,887,0,1206,22830,917,21851,1207
San Luis Obispo,2/26/2021,2642,1148,1494,0,1324,22842,1312,23163,1324
San Luis Obispo,2/27/2021,566,340,226,0,520,23316,46,23209,520
San Luis Obispo,2/28/2021,196,72,124,0,163,23450,29,23238,163
San Luis Obispo,3/1/2021,2955,1842,1112,1,2033,24563,922,24160,2035
San Luis Obispo,3/2/2021,2985,1886,1099,0,1840,25263,1141,25301,1841
San Luis Obispo,3/3/2021,2267,328,1939,0,822,24647,1439,26740,823
San Luis Obispo,3/4/2021,2174,1147,1027,0,1166,24809,1006,27746,1168
San Luis Obispo,3/5/2021,2292,1017,1205,70,1287,25176,990,28736,1357
San Luis Obispo,3/6/2021,830,308,415,107,611,25669,219,28955,712
San Luis Obispo,3/7/2021,199,32,83,84,70,25696,128,29083,155
San Luis Obispo,3/8/2021,2722,752,1656,314,1540,26369,1180,30263,1853
San Luis Obispo,3/9/2021,2914,956,1722,236,1512,26719,1399,31662,1749
San Luis Obispo,3/10/2021,3174,1240,1664,270,1811,27440,1360,33022,2081
San Luis Obispo,3/11/2021,3085,1270,1513,302,1692,28049,1384,34406,1993
San Luis Obispo,3/12/2021,3160,1281,1540,339,1552,28343,1600,36006,1894
San Luis Obispo,3/13/2021,788,259,420,109,428,28519,360,36366,536
San Luis Obispo,3/14/2021,513,54,348,111,135,28388,377,36743,246
San Luis Obispo,3/15/2021,3046,1096,1852,98,1527,28497,1516,38259,1625
San Luis Obispo,3/16/2021,2844,1510,1234,100,1448,28654,1390,39649,1547
San Luis Obispo,3/17/2021,3422,1448,1712,262,1979,29458,1436,41085,2240
San Luis Obispo,3/18/2021,2782,1445,1144,193,1333,29538,1446,42531,1526
San Luis Obispo,3/19/2021,2582,1563,697,322,960,29205,1617,44148,1284
San Luis Obispo,3/20/2021,824,492,296,36,378,29173,446,44594,414
San Luis Obispo,3/21/2021,186,45,138,3,157,29304,29,44623,160
San Luis Obispo,3/22/2021,2678,1170,1461,47,1862,30401,812,45435,1909
San Luis Obispo,3/23/2021,3356,2212,1126,18,2263,31593,1089,46524,2281
San Luis Obispo,3/24/2021,3477,2127,1280,70,2616,33421,857,47381,2685
San Luis Obispo,3/25/2021,3656,2282,1362,12,2633,35045,1020,48401,2644
San Luis Obispo,3/26/2021,3132,1758,953,421,1752,35843,1375,49776,2173
San Luis Obispo,3/27/2021,990,506,388,96,446,35843,542,50318,542
San Luis Obispo,3/28/2021,441,151,234,56,240,35938,201,50519,296
San Luis Obispo,3/29/2021,2574,1271,1169,134,1656,36822,906,51425,1790
San Luis Obispo,3/30/2021,3494,1904,1447,143,2343,38160,1146,52571,2484
San Luis Obispo,3/31/2021,3807,2444,1216,147,2445,39399,1353,53924,2592
San Luis Obispo,4/1/2021,3796,2419,1283,94,2683,41071,1104,55028,2776
