county,administered_date,total_doses,pfizer_doses,moderna_doses,jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose
Kings,3/24/2021,914,474,417,23,510,15977,402,10714,535
Kings,3/25/2021,884,440,418,26,443,16007,439,11153,469
Kings,3/26/2021,1280,374,821,85,527,15871,748,11901,612
Kings,3/27/2021,616,245,359,12,170,15609,444,12345,182
Kings,3/28/2021,547,476,64,7,342,15761,205,12550,357
Kings,3/29/2021,456,201,195,60,251,15868,203,12753,310
Kings,3/30/2021,824,452,334,38,415,15913,408,13161,453
Kings,3/31/2021,718,371,283,64,416,16098,295,13456,480
Kings,4/1/2021,747,375,293,79,342,16120,399,13855,421
Kings,4/2/2021,969,419,428,122,425,16126,540,14395,546
Kings,4/3/2021,471,327,136,8,159,15989,306,14701,169
Kings,4/4/2021,156,82,68,6,44,15928,111,14812,50
Kings,4/5/2021,1036,320,466,250,253,15649,782,15594,503
Kings,4/6/2021,1173,446,420,307,292,15369,878,16472,598
Kings,4/7/2021,1335,637,514,184,411,15042,922,17394,595
Kings,4/8/2021,1592,627,713,252,363,14435,1222,18616,615
Kings,4/9/2021,1099,523,402,174,235,13980,862,19478,407
Kings,4/10/2021,589,328,159,102,177,13848,411,19889,279
Kings,4/11/2021,322,74,242,6,190,13912,132,20021,196
Kings,4/12/2021,683,307,178,198,189,13807,492,20513,387
Kings,4/13/2021,872,502,370,0,283,13507,588,21101,288
Kings,4/14/2021,1016,562,454,0,368,13228,648,21749,369
Kings,4/15/2021,1014,495,518,1,452,13120,561,22310,453
Kings,4/16/2021,752,351,401,0,264,12897,487,22797,264
Kings,4/17/2021,452,241,211,0,198,12842,253,23050,198
Kings,4/18/2021,547,237,310,0,69,12433,478,23528,69
Kings,4/19/2021,523,288,233,2,285,12482,236,23764,285
Kings,4/20/2021,723,438,285,0,241,12243,480,24244,241
Kings,4/21/2021,628,303,325,0,221,12062,402,24646,221
Kings,4/22/2021,539,277,262,0,197,11922,338,24984,198
Kings,4/23/2021,346,53,293,0,190,11960,152,25136,190
Lake,12/17/2020,4,4,0,0,4,4,0,0,4
Lake,12/18/2020,51,51,0,0,51,55,0,0,51
Lake,12/19/2020,3,3,0,0,3,58,0,0,3
Lake,12/20/2020,6,6,0,0,6,64,0,0,6
Lake,12/21/2020,86,86,0,0,86,150,0,0,86
Lake,12/22/2020,63,60,3,0,63,213,0,0,63
Lake,12/23/2020,123,114,9,0,123,336,0,0,123
Lake,12/24/2020,2,0,2,0,2,338,0,0,2
Lake,12/26/2020,2,2,0,0,2,340,0,0,2
Lake,12/27/2020,2,2,0,0,2,342,0,0,2
Lake,12/28/2020,52,43,9,0,52,394,0,0,52
Lake,12/29/2020,49,44,5,0,49,443,0,0,49
Lake,12/30/2020,124,117,7,0,124,567,0,0,124
Lake,12/31/2020,67,64,3,0,67,634,0,0,67
Lake,1/1/2021,1,0,1,0,1,635,0,0,1
Lake,1/2/2021,2,1,1,0,2,637,0,0,2
Lake,1/4/2021,87,21,66,0,87,724,0,0,87
Lake,1/5/2021,119,59,60,0,117,839,2,2,117
Lake,1/6/2021,105,65,40,0,103,940,2,4,103
Lake,1/7/2021,104,83,21,0,95,1026,9,13,95
Lake,1/8/2021,152,124,28,0,100,1074,52,65,100
Lake,1/9/2021,63,61,2,0,59,1129,4,69,59
Lake,1/10/2021,3,3,0,0,0,1126,3,72,0
Lake,1/11/2021,192,151,41,0,112,1158,80,152,112
Lake,1/12/2021,80,48,32,0,56,1190,24,176,56
Lake,1/13/2021,164,112,52,0,107,1240,57,233,107
Lake,1/14/2021,147,46,101,0,125,1343,22,255,125
Lake,1/15/2021,215,92,123,0,188,1504,27,282,188
Lake,1/16/2021,134,81,53,0,132,1634,2,284,132
Lake,1/17/2021,18,6,12,0,12,1640,6,290,12
Lake,1/18/2021,244,224,20,0,126,1648,118,408,126
Lake,1/19/2021,311,117,194,0,266,1870,45,453,267
Lake,1/20/2021,421,80,341,0,357,2164,63,516,357
Lake,1/21/2021,433,49,384,0,398,2527,35,551,398
Lake,1/22/2021,318,46,272,0,282,2773,36,587,282
Lake,1/23/2021,122,5,117,0,121,2893,1,588,121
Lake,1/24/2021,4,1,3,0,4,2897,0,588,4
Lake,1/25/2021,257,95,162,0,176,2992,81,669,176
Lake,1/26/2021,428,36,392,0,405,3374,23,692,405
Lake,1/27/2021,356,39,317,0,329,3677,27,719,330
Lake,1/28/2021,500,160,340,0,372,3921,128,847,372
Lake,1/29/2021,637,83,554,0,577,4438,60,907,577
Lake,1/30/2021,556,45,511,0,550,4982,6,913,550
Lake,1/31/2021,14,8,6,0,12,4992,2,915,12
Lake,2/1/2021,179,18,161,0,166,5145,13,928,166
Lake,2/2/2021,563,153,410,0,398,5378,165,1093,398
Lake,2/3/2021,445,33,412,0,340,5613,105,1198,340
Lake,2/4/2021,118,68,50,0,72,5639,46,1244,72
Lake,2/5/2021,377,69,308,0,288,5840,87,1331,288
Lake,2/6/2021,275,40,235,0,264,6093,11,1342,264
Lake,2/7/2021,2,1,1,0,2,6095,0,1342,2
Lake,2/8/2021,279,206,73,0,160,6136,119,1461,160
Lake,2/9/2021,347,25,322,0,303,6396,43,1504,303
Lake,2/10/2021,350,54,296,0,274,6594,76,1580,274
Lake,2/11/2021,169,18,151,0,56,6537,113,1693,56
Lake,2/12/2021,375,28,347,0,289,6740,86,1779,289
Lake,2/13/2021,249,9,240,0,238,6967,11,1790,238
Lake,2/14/2021,19,4,15,0,6,6960,13,1803,6
Lake,2/15/2021,172,13,159,0,8,6805,163,1966,8
Lake,2/16/2021,420,22,398,0,174,6733,246,2212,174
Lake,2/17/2021,351,54,297,0,70,6523,280,2492,70
Lake,2/18/2021,456,69,387,0,114,6295,342,2834,114
Lake,2/19/2021,414,25,389,0,89,6059,325,3159,89
Lake,2/20/2021,294,60,234,0,251,6268,42,3201,251
Lake,2/21/2021,6,6,0,0,0,6262,6,3207,0
Lake,2/22/2021,139,23,116,0,43,6209,96,3303,43
Lake,2/23/2021,212,15,197,0,26,6049,186,3489,26
Lake,2/24/2021,957,379,578,0,419,5931,537,4026,419
Lake,2/25/2021,732,463,269,0,471,6143,259,4285,471
Lake,2/26/2021,994,304,690,0,348,5848,643,4928,348
Lake,2/27/2021,410,97,313,0,328,6094,82,5010,328
Lake,2/28/2021,18,12,6,0,10,6096,8,5018,10
Lake,3/1/2021,594,52,542,0,442,6386,152,5170,442
Lake,3/2/2021,744,18,726,0,291,6223,454,5624,291
Lake,3/3/2021,359,196,163,0,135,6134,224,5848,135
Lake,3/4/2021,576,508,68,0,562,6682,14,5862,562
Lake,3/5/2021,1037,40,997,0,174,5997,859,6721,174
Lake,3/6/2021,36,11,24,1,21,6004,15,6736,22
Lake,3/7/2021,7,5,2,0,4,6005,3,6739,4
Lake,3/8/2021,338,267,62,9,298,6272,40,6779,307
Lake,3/9/2021,917,29,871,17,392,6157,524,7303,409
Lake,3/10/2021,202,60,129,13,135,6238,67,7370,148
Lake,3/11/2021,584,47,62,475,49,6227,535,7905,524
Lake,3/12/2021,858,205,629,24,365,6124,492,8397,389
Lake,3/13/2021,278,21,20,237,16,6115,261,8658,252
Lake,3/14/2021,11,2,9,0,7,6118,4,8662,7
Lake,3/15/2021,642,14,611,17,483,6459,159,8821,500
Lake,3/16/2021,1115,836,262,17,450,6264,661,9482,466
Lake,3/17/2021,246,121,103,22,89,6218,157,9639,111
Lake,3/18/2021,751,373,341,37,374,6252,376,10015,410
Lake,3/19/2021,581,315,246,20,479,6650,101,10116,499
Lake,3/20/2021,249,8,238,3,30,6466,217,10333,33
Lake,3/21/2021,17,11,5,1,12,6474,5,10338,13
Lake,3/22/2021,320,240,66,14,235,6638,85,10423,249
Lake,3/23/2021,416,18,385,13,355,6946,60,10483,368
Lake,3/24/2021,413,61,344,8,317,7177,95,10578,326
Lake,3/25/2021,658,468,184,6,174,6873,484,11062,180
Lake,3/26/2021,70,32,37,1,48,6900,22,11084,49
Lake,3/27/2021,309,7,299,3,17,6630,290,11374,20
Lake,3/28/2021,16,7,9,0,10,6634,6,11380,10
Lake,3/29/2021,899,269,628,2,193,6125,704,12084,195
Lake,3/30/2021,452,304,146,2,366,6408,85,12169,368
Lake,3/31/2021,582,62,519,1,416,6667,158,12327,417
Lake,4/1/2021,429,224,193,12,181,6615,245,12572,193
Lake,4/2/2021,224,43,153,28,101,6621,123,12695,129
Lake,4/3/2021,30,7,20,3,11,6616,19,12714,14
Lake,4/4/2021,20,10,8,2,15,6628,5,12719,17
Lake,4/5/2021,634,69,546,19,396,6807,235,12954,414
Lake,4/6/2021,471,15,430,26,299,6961,171,13125,325
Lake,4/7/2021,515,55,410,50,350,7198,163,13288,400
Lake,4/8/2021,597,485,45,67,102,6875,492,13780,169
Lake,4/9/2021,283,44,170,69,49,6762,231,14011,118
Lake,4/10/2021,253,15,14,224,11,6755,242,14253,235
Lake,4/11/2021,22,17,3,2,7,6749,15,14268,9
Lake,4/12/2021,1066,231,803,32,248,6212,817,15085,280
Lake,4/13/2021,180,109,71,0,53,6138,127,15212,53
Lake,4/14/2021,606,36,570,0,546,6624,60,15272,546
Lake,4/15/2021,622,176,446,0,315,6632,307,15579,315
Lake,4/16/2021,255,22,232,1,67,6513,187,15766,68
Lake,4/17/2021,38,10,28,0,28,6531,10,15776,28
Lake,4/18/2021,8,5,3,0,0,6523,8,15784,0
Lake,4/19/2021,297,40,257,0,246,6718,51,15835,246
Lake,4/20/2021,687,274,413,0,112,6257,574,16409,113
Lake,4/21/2021,521,58,463,0,194,6125,326,16735,194
Lake,4/22/2021,416,39,377,0,275,6259,141,16876,275
Lake,4/23/2021,48,30,18,0,34,6279,14,16890,34
Lassen,12/16/2020,8,8,0,0,8,8,0,0,8
Lassen,12/17/2020,6,6,0,0,6,14,0,0,6
Lassen,12/18/2020,1,1,0,0,1,15,0,0,1
Lassen,12/19/2020,5,5,0,0,5,20,0,0,5
Lassen,12/20/2020,2,2,0,0,2,22,0,0,2
Lassen,12/21/2020,11,11,0,0,11,33,0,0,11
Lassen,12/22/2020,23,23,0,0,23,56,0,0,23
Lassen,12/23/2020,6,6,0,0,6,62,0,0,6
Lassen,12/24/2020,11,11,0,0,11,73,0,0,11
Lassen,12/28/2020,3,2,1,0,3,76,0,0,3
Lassen,12/29/2020,35,35,0,0,35,111,0,0,35
Lassen,12/30/2020,37,36,1,0,37,148,0,0,37
Lassen,12/31/2020,49,42,7,0,49,197,0,0,49
Lassen,1/2/2021,1,0,1,0,1,198,0,0,1
Lassen,1/4/2021,15,1,14,0,15,213,0,0,15
Lassen,1/5/2021,194,53,141,0,194,407,0,0,194
Lassen,1/6/2021,93,42,51,0,85,485,8,8,86
Lassen,1/7/2021,43,7,36,0,37,516,6,14,37
Lassen,1/8/2021,50,2,48,0,50,566,0,14,50
Lassen,1/9/2021,12,6,6,0,12,578,0,14,12
Lassen,1/11/2021,27,5,22,0,27,605,0,14,27
Lassen,1/12/2021,49,29,20,0,30,616,19,33,30
Lassen,1/13/2021,161,18,143,0,146,747,15,48,146
Lassen,1/14/2021,163,18,145,0,151,886,12,60,151
Lassen,1/15/2021,33,6,27,0,33,919,0,60,33
Lassen,1/16/2021,34,33,1,0,34,953,0,60,34
Lassen,1/17/2021,1,0,1,0,1,954,0,60,1
Lassen,1/18/2021,5,2,3,0,4,957,1,61,4
Lassen,1/19/2021,185,36,149,0,157,1086,28,89,157
Lassen,1/20/2021,188,100,88,0,104,1121,69,158,104
Lassen,1/21/2021,144,93,51,0,120,1223,18,176,120
Lassen,1/22/2021,31,18,13,0,21,1234,10,186,21
Lassen,1/23/2021,2,0,2,0,2,1236,0,186,2
Lassen,1/24/2021,1,0,1,0,1,1237,0,186,1
Lassen,1/25/2021,11,0,11,0,11,1248,0,186,11
Lassen,1/26/2021,126,12,114,0,122,1366,4,190,122
Lassen,1/27/2021,85,33,52,0,69,1419,16,206,69
Lassen,1/28/2021,85,14,71,0,84,1502,1,207,84
Lassen,1/29/2021,23,7,16,0,22,1523,1,208,22
Lassen,2/1/2021,62,4,58,0,36,1533,26,234,36
Lassen,2/2/2021,177,12,165,0,44,1444,133,367,44
Lassen,2/3/2021,96,21,75,0,51,1450,45,412,51
Lassen,2/4/2021,112,15,97,0,63,1464,49,461,63
Lassen,2/5/2021,65,12,53,0,23,1445,42,503,23
Lassen,2/6/2021,70,35,35,0,37,1450,32,535,37
Lassen,2/7/2021,2,2,0,0,2,1452,0,535,2
Lassen,2/8/2021,43,4,39,0,18,1445,25,560,18
Lassen,2/9/2021,129,8,121,0,50,1416,79,639,50
Lassen,2/10/2021,182,20,162,0,75,1384,107,746,75
Lassen,2/11/2021,184,16,168,0,80,1361,103,849,80
Lassen,2/12/2021,42,11,31,0,14,1347,28,877,14
Lassen,2/13/2021,11,3,8,0,9,1354,2,879,9
Lassen,2/14/2021,13,0,13,0,12,1365,1,880,12
Lassen,2/15/2021,21,2,19,0,17,1378,4,884,17
Lassen,2/16/2021,192,4,188,0,31,1250,159,1043,31
Lassen,2/17/2021,184,94,90,0,11,1088,173,1216,11
Lassen,2/18/2021,79,22,57,0,20,1049,59,1275,20
Lassen,2/19/2021,82,62,20,0,18,1003,64,1339,18
Lassen,2/20/2021,7,0,7,0,5,1006,2,1341,5
Lassen,2/21/2021,22,2,20,0,18,1020,4,1345,18
Lassen,2/22/2021,23,8,15,0,5,1007,18,1363,5
Lassen,2/23/2021,153,10,143,0,41,936,112,1475,41
Lassen,2/24/2021,166,17,149,0,108,987,57,1532,108
Lassen,2/25/2021,156,19,137,0,99,1029,57,1589,99
Lassen,2/26/2021,73,16,57,0,36,1028,37,1626,36
Lassen,2/27/2021,8,7,1,0,3,1026,5,1631,3
Lassen,2/28/2021,6,1,5,0,3,1026,3,1634,3
Lassen,3/1/2021,41,4,37,0,8,1001,33,1667,8
Lassen,3/2/2021,107,9,98,0,80,1054,27,1694,80
Lassen,3/3/2021,170,12,158,0,113,1110,57,1751,113
Lassen,3/4/2021,147,14,133,0,98,1160,48,1799,98
Lassen,3/5/2021,47,7,17,23,11,1158,36,1835,34
Lassen,3/6/2021,55,5,28,22,5,1135,50,1885,27
Lassen,3/7/2021,56,1,0,55,1,1136,55,1940,56
Lassen,3/8/2021,90,2,8,80,3,1133,86,2026,83
Lassen,3/9/2021,137,11,109,17,88,1190,49,2075,106
Lassen,3/10/2021,173,10,162,1,79,1177,93,2168,80
Lassen,3/11/2021,185,16,162,7,113,1228,69,2237,120
Lassen,3/12/2021,35,18,13,4,12,1221,23,2260,16
Lassen,3/13/2021,49,0,3,46,1,1219,48,2308,46
Lassen,3/14/2021,14,2,11,1,2,1210,12,2320,3
Lassen,3/15/2021,32,1,31,0,16,1210,16,2336,16
Lassen,3/16/2021,93,2,85,6,75,1273,18,2354,81
Lassen,3/17/2021,1086,9,1072,5,1066,2324,20,2374,1071
Lassen,3/18/2021,95,9,85,1,81,2392,14,2388,82
Lassen,3/19/2021,17,11,2,4,7,2393,10,2398,11
Lassen,3/20/2021,28,3,22,3,22,2412,6,2404,25
Lassen,3/21/2021,34,0,34,0,14,2407,19,2423,14
Lassen,3/22/2021,57,1,56,0,54,2458,3,2426,54
Lassen,3/23/2021,117,9,107,1,66,2474,51,2477,67
Lassen,3/24/2021,212,13,199,0,107,2477,104,2581,107
Lassen,3/25/2021,151,20,131,0,69,2464,82,2663,69
Lassen,3/26/2021,77,12,26,39,18,2462,59,2722,57
Lassen,3/27/2021,20,4,1,15,3,2463,17,2739,18
Lassen,3/28/2021,18,3,5,10,4,2463,14,2753,14
Lassen,3/29/2021,52,0,27,25,20,2477,31,2784,45
Lassen,3/30/2021,198,10,163,25,51,2406,147,2931,76
Lassen,3/31/2021,146,12,112,22,62,2406,84,3015,84
Lassen,4/1/2021,166,16,131,19,49,2358,116,3131,68
Lassen,4/2/2021,29,4,3,22,2,2355,27,3158,24
Lassen,4/3/2021,12,0,2,10,0,2353,12,3170,10
Lassen,4/4/2021,7,2,0,5,1,2353,6,3176,6
Lassen,4/5/2021,23,4,12,7,11,2360,11,3187,18
Lassen,4/6/2021,183,8,145,30,52,2311,131,3318,82
Lassen,4/7/2021,135,5,93,37,32,2279,103,3421,71
Lassen,4/8/2021,169,8,105,56,33,2236,132,3553,89
Lassen,4/9/2021,52,6,11,35,9,2237,42,3595,43
Lassen,4/10/2021,9,0,2,7,0,2236,8,3603,7
Lassen,4/11/2021,5,2,0,3,2,2238,3,3606,5
Lassen,4/12/2021,25,2,10,13,1,2228,24,3630,14
Lassen,4/13/2021,129,6,123,0,40,2180,88,3718,40
Lassen,4/14/2021,986,16,970,0,50,1295,935,4653,50
Lassen,4/15/2021,147,14,133,0,19,1186,128,4781,19
Lassen,4/16/2021,10,3,7,0,5,1186,5,4786,5
Lassen,4/17/2021,24,3,21,0,4,1170,20,4806,4
Lassen,4/18/2021,5,2,3,0,2,1169,3,4809,2
Lassen,4/19/2021,32,0,32,0,16,1169,16,4825,16
Lassen,4/20/2021,133,7,126,0,48,1132,85,4910,48
Lassen,4/21/2021,137,7,128,2,32,1060,104,5014,32
Lassen,4/22/2021,39,13,26,0,28,1077,11,5025,28
Lassen,4/23/2021,16,1,14,1,9,1079,7,5032,9
Los Angeles,12/15/2020,391,391,0,0,391,391,0,0,391
Los Angeles,12/16/2020,3364,3364,0,0,3364,3755,0,0,3364
Los Angeles,12/17/2020,10229,10229,0,0,10230,13985,0,0,10230
Los Angeles,12/18/2020,14502,14478,24,0,14502,28487,0,0,14502
Los Angeles,12/19/2020,7220,7212,8,0,7221,35708,0,0,7221
Los Angeles,12/20/2020,4582,4575,7,0,4584,40292,0,0,4584
Los Angeles,12/21/2020,13679,13665,14,0,13680,53971,1,1,13680
Los Angeles,12/22/2020,11515,11134,381,0,11516,65486,1,2,11516
Los Angeles,12/23/2020,11873,10121,1752,0,11874,77360,0,2,11874
Los Angeles,12/24/2020,7011,4245,2766,0,7014,84374,0,2,7014
Los Angeles,12/25/2020,524,419,105,0,524,84898,0,2,524
Los Angeles,12/26/2020,2523,2178,345,0,2523,87420,1,3,2523
Los Angeles,12/27/2020,1757,1027,730,0,1757,89177,0,3,1757
Los Angeles,12/28/2020,10264,6366,3898,0,10262,99438,1,4,10262
Los Angeles,12/29/2020,11581,6064,5517,0,11583,111021,0,4,11583
Los Angeles,12/30/2020,14847,8079,6768,0,14846,125867,0,4,14846
Los Angeles,12/31/2020,7911,2749,5162,0,7909,133775,1,5,7909
Los Angeles,1/1/2021,976,263,713,0,976,134751,0,5,976
Los Angeles,1/2/2021,4444,1650,2794,0,4444,139195,0,5,4444
Los Angeles,1/3/2021,927,209,718,0,926,140120,1,6,926
Los Angeles,1/4/2021,12662,4851,7811,0,12648,152765,3,9,12648
Los Angeles,1/5/2021,15970,7053,8917,0,14071,164966,1872,1881,14073
Los Angeles,1/6/2021,22488,12046,10442,0,16904,176361,5516,7397,16911
Los Angeles,1/7/2021,29331,15792,13539,0,18842,184770,10444,17841,18853
Los Angeles,1/8/2021,33042,17880,15162,0,20840,193442,12176,30017,20848
Los Angeles,1/9/2021,12339,7062,5277,0,7479,196068,4859,34876,7485
Los Angeles,1/10/2021,4646,3626,1020,0,1919,195261,2727,37603,1920
Los Angeles,1/11/2021,25761,16226,9535,0,14834,199187,10916,48519,14842
Los Angeles,1/12/2021,29188,16064,13124,0,19063,208151,10107,58626,19071
Los Angeles,1/13/2021,29222,15606,13616,0,20287,219525,8918,67544,20292
Los Angeles,1/14/2021,29211,12702,16509,0,23714,237770,5478,73022,23723
Los Angeles,1/15/2021,33746,12335,21411,0,30179,264414,3542,76564,30186
Los Angeles,1/16/2021,17545,4963,12582,0,15767,278415,1770,78334,15771
Los Angeles,1/17/2021,5181,2301,2880,0,4936,283109,244,78578,4938
Los Angeles,1/18/2021,15562,10049,5513,0,10859,289279,4691,83269,10861
Los Angeles,1/19/2021,38405,20537,17868,0,30632,312186,7732,91001,30639
Los Angeles,1/20/2021,45537,23721,21816,0,38055,342797,7452,98453,38063
Los Angeles,1/21/2021,48561,22385,26176,0,44306,382923,4194,102647,44320
Los Angeles,1/22/2021,47740,22198,25542,0,44338,423911,3359,106006,44347
Los Angeles,1/23/2021,33925,15693,18232,0,31883,453795,2010,108016,31894
Los Angeles,1/24/2021,15718,12203,3515,0,15169,468423,542,108558,15170
Los Angeles,1/25/2021,38624,16391,22233,0,30173,490191,8422,116980,30190
Los Angeles,1/26/2021,49148,24387,24761,0,40994,523082,8121,125101,41012
Los Angeles,1/27/2021,48367,25769,22598,0,39205,553280,9027,134128,39225
Los Angeles,1/28/2021,48453,23052,25401,0,40090,585145,8244,142372,40109
Los Angeles,1/29/2021,49158,25351,23807,0,39137,614634,9670,152042,39159
Los Angeles,1/30/2021,29946,15382,14564,0,25822,636410,4049,156091,25825
Los Angeles,1/31/2021,12987,10355,2632,0,12069,647576,906,156997,12072
Los Angeles,2/1/2021,37912,16130,21782,0,27678,665059,10204,167201,27687
Los Angeles,2/2/2021,44128,17856,26272,0,31986,684943,12105,179306,31989
Los Angeles,2/3/2021,51963,19444,32519,0,37313,707845,14417,193723,37319
Los Angeles,2/4/2021,57097,20673,36424,0,39077,729219,17714,211437,39088
Los Angeles,2/5/2021,61038,21004,40034,0,39221,747047,21399,232836,39227
Los Angeles,2/6/2021,35432,13270,22162,0,27032,765773,8327,241163,27053
Los Angeles,2/7/2021,10778,8366,2412,0,8398,771811,2365,243528,8403
Los Angeles,2/8/2021,46660,21454,25206,0,30538,786360,15991,259519,30540
Los Angeles,2/9/2021,55667,24559,31108,0,28361,787486,27241,286760,28367
Los Angeles,2/10/2021,66773,29348,37425,0,30942,782974,35461,322221,30949
Los Angeles,2/11/2021,57887,30822,27065,0,28002,781530,29448,351669,28004
Los Angeles,2/12/2021,59428,29760,29668,0,25950,774348,33148,384817,25966
Los Angeles,2/13/2021,33765,19600,14165,0,15456,771614,18226,403043,15492
Los Angeles,2/14/2021,21856,14952,6904,0,8771,767363,13025,416068,8774
Los Angeles,2/15/2021,32360,15822,16538,0,17762,770591,14540,430608,17768
Los Angeles,2/16/2021,63867,32449,31418,0,29836,766487,33952,464560,29848
Los Angeles,2/17/2021,63882,34204,29678,0,26338,755451,37380,501940,26344
Los Angeles,2/18/2021,67926,34643,33283,0,28580,744868,39172,541112,28589
Los Angeles,2/19/2021,56903,34961,21942,0,28283,744638,28527,569639,28297
Los Angeles,2/20/2021,32055,23799,8256,0,15664,743958,16352,585991,15672
Los Angeles,2/21/2021,16573,14935,1638,0,8464,744347,8078,594069,8467
Los Angeles,2/22/2021,34208,24913,9295,0,17705,745631,16431,610500,17715
Los Angeles,2/23/2021,53422,22656,30766,0,21060,734440,32262,642762,21071
Los Angeles,2/24/2021,63789,28012,35777,0,27983,726791,35649,678411,28000
Los Angeles,2/25/2021,73275,33653,39622,0,38530,730736,34596,713007,38541
Los Angeles,2/26/2021,82570,38498,44072,0,47307,743030,35040,748047,47334
Los Angeles,2/27/2021,58442,24829,33609,4,29867,744489,28435,776482,29894
Los Angeles,2/28/2021,26724,18450,8273,1,18828,755507,7818,784300,18836
Los Angeles,3/1/2021,55304,30973,24317,14,33536,767447,21625,805925,33565
Los Angeles,3/2/2021,70690,31303,39385,2,43191,783261,27388,833313,43202
Los Angeles,3/3/2021,81926,41004,40915,7,51421,804356,30355,863668,51450
Los Angeles,3/4/2021,88777,45595,43172,10,55885,827545,32722,896390,55911
Los Angeles,3/5/2021,87327,42540,44763,24,58234,856908,28927,925317,58290
Los Angeles,3/6/2021,65687,32859,31020,1808,42189,877544,23367,948684,44003
Los Angeles,3/7/2021,25596,19258,5547,791,19732,892224,5841,954525,20521
Los Angeles,3/8/2021,51183,26581,22665,1937,38489,920046,12602,967127,40424
Los Angeles,3/9/2021,68424,26036,39121,3267,40814,936652,27470,994597,44076
Los Angeles,3/10/2021,78539,37056,36840,4643,49313,961494,29082,1023679,53924
Los Angeles,3/11/2021,91214,44333,40501,6380,53540,983868,37515,1061194,59889
Los Angeles,3/12/2021,96409,42718,39983,13708,56072,1013443,40165,1101359,69740
Los Angeles,3/13/2021,73446,33943,27627,11876,43643,1039219,29705,1131064,55481
Los Angeles,3/14/2021,37944,25341,10193,2410,25453,1054629,12435,1143499,27845
Los Angeles,3/15/2021,73294,35430,32552,5312,44736,1076279,28388,1171887,50038
Los Angeles,3/16/2021,97701,41986,49975,5740,63749,1111963,33779,1205666,69463
Los Angeles,3/17/2021,94830,42567,44080,8183,63682,1152747,30978,1236644,71762
Los Angeles,3/18/2021,98199,46853,46174,5172,62530,1185013,35424,1272068,67690
Los Angeles,3/19/2021,104967,54598,45710,4659,65204,1215303,39536,1311604,69826
Los Angeles,3/20/2021,74139,36053,33834,4252,51560,1248676,22428,1334032,55801
Los Angeles,3/21/2021,33487,24718,7926,843,21769,1259657,11627,1345659,22608
Los Angeles,3/22/2021,67697,40092,25643,1962,48279,1290681,19216,1364875,50240
Los Angeles,3/23/2021,93031,50141,39977,2913,62008,1324782,30811,1395686,64912
Los Angeles,3/24/2021,101836,54141,44832,2863,60449,1346976,41108,1436794,63302
Los Angeles,3/25/2021,106656,57050,45985,3621,61334,1366840,45078,1481872,64942
Los Angeles,3/26/2021,111386,60790,46514,4082,63483,1386730,47663,1529535,67553
Los Angeles,3/27/2021,80655,42248,36294,2113,42145,1392699,38291,1567826,44260
Los Angeles,3/28/2021,40747,27258,12907,582,20739,1394098,19922,1587748,21321
Los Angeles,3/29/2021,80988,45728,33676,1584,46500,1407855,34325,1622073,48082
Los Angeles,3/30/2021,105887,49575,50620,5692,65315,1438455,40389,1662462,70989
Los Angeles,3/31/2021,119175,59794,50896,8485,70115,1468194,48833,1711295,78572
Los Angeles,4/1/2021,129291,60225,54341,14725,70915,1495651,58147,1769442,85604
Los Angeles,4/2/2021,127384,56258,56357,14769,68708,1520728,58396,1827838,83473
Los Angeles,4/3/2021,94741,42653,39092,12996,47421,1533936,47182,1875020,60390
Los Angeles,4/4/2021,38815,20276,11979,6560,16678,1535077,22081,1897101,23222
Los Angeles,4/5/2021,90288,43791,36619,9878,44455,1543717,45679,1942780,54319
Los Angeles,4/6/2021,119209,56017,43174,20018,55437,1555538,63567,2006347,75388
Los Angeles,4/7/2021,118182,53845,43518,20819,54097,1566523,63868,2070215,74853
Los Angeles,4/8/2021,130088,57115,49216,23757,59383,1579119,70474,2140689,83070
Los Angeles,4/9/2021,128268,55576,49326,23366,55688,1585753,72344,2213033,78978
Los Angeles,4/10/2021,98420,41392,33405,23623,36465,1584023,61760,2274793,60030
Los Angeles,4/11/2021,40887,22203,9567,9117,14222,1580729,26605,2301398,23311
Los Angeles,4/12/2021,77454,38155,33160,6139,32320,1574192,44961,2346359,38424
Los Angeles,4/13/2021,115369,58143,56835,391,61378,1582170,53793,2400152,61771
Los Angeles,4/14/2021,115089,58378,56599,112,62759,1592931,52105,2452257,62866
Los Angeles,4/15/2021,124853,67759,56939,155,71350,1611160,53276,2505533,71505
Los Angeles,4/16/2021,125953,67358,58457,138,66862,1619293,58871,2564404,67004
Los Angeles,4/17/2021,94965,50309,44647,9,54038,1632586,40761,2605165,54054
Los Angeles,4/18/2021,33625,22270,11354,1,18625,1636268,14950,2620115,18632
Los Angeles,4/19/2021,72721,38856,33840,25,32590,1628906,39983,2660098,32621
Los Angeles,4/20/2021,97382,47413,49961,8,48609,1628944,48580,2708678,48618
Los Angeles,4/21/2021,105503,51202,54114,187,46997,1617869,58263,2766941,47188
Los Angeles,4/22/2021,91019,52301,38692,26,40549,1608185,50264,2817205,40580
Los Angeles,4/23/2021,47543,28540,18996,7,25523,1611840,21874,2839079,25529
Madera,12/16/2020,22,22,0,0,22,22,0,0,22
Madera,12/17/2020,13,13,0,0,13,35,0,0,13
